1: Wei Liu, weight = 3522
8631: Dewayne E. Perry, weight = 282
8632: Jian Su, weight = 282
8633: Christian Bonnet, weight = 282
8634: Chatschik Bisdikian, weight = 282
8635: Werner Bailer, weight = 282
8636: Lidan Shou, weight = 282
8637: Yasue Mitsukura, weight = 282
8638: Gil Zussman, weight = 282
8639: Tero Harju, weight = 282
8640: Andrew V. Goldberg, weight = 282
8641: Enzo Mingozzi, weight = 282
8642: Daniele Miorandi, weight = 282
8643: David Griol, weight = 282
8644: Wolfgang Ziegler, weight = 282
8645: Yinyu Ye, weight = 282
8646: William Puech, weight = 282
8647: Karan Singh, weight = 282
8648: Yo Kobayashi, weight = 282
8649: Michael Langberg, weight = 282
8650: Andrew W. Moore 0002, weight = 282
8651: Krzysztof Kurowski, weight = 282
8652: Tomás Pajdla, weight = 282
8653: Christopher L. Barrett, weight = 282
8654: Pierrick Bourgeat, weight = 282
8655: Rodney J. Douglas, weight = 282
8656: Mei-Hui Wang, weight = 281
8657: Filippo Cugini, weight = 281
8658: Chao-Cheng Lee, weight = 281
8659: Mikael Lindvall, weight = 281
8660: Oliver Thomas, weight = 281
8661: Chip-Hong Chang, weight = 281
8662: Hualiang Jiang, weight = 281
8663: Wen Hong, weight = 281
8664: Werner Dubitzky, weight = 281
8665: Alina Deutsch, weight = 281
8666: Alexey V. Vinel, weight = 281
8667: Muttukrishnan Rajarajan, weight = 281
8668: Alejandro César Frery, weight = 281
8669: Martin Graciarena, weight = 281
8670: Rolf Scheiber, weight = 281
8671: Jie Guang, weight = 281
8672: Bojan Mohar, weight = 281
8673: Seung-won Hwang, weight = 281
8674: Richard A. Swetz, weight = 281
8675: Xiao Han, weight = 281
8676: Eugenio Villar, weight = 281
8677: David Suter, weight = 281
8678: Joel S. Emer, weight = 281
8679: Michael Schrefl, weight = 281
8680: Masami Hagiya, weight = 281
8681: Frank K. Hwang, weight = 281
8682: Isabel F. Cruz, weight = 281
8683: Dina Katabi, weight = 281
8684: Giuseppe Araniti, weight = 281
8685: Rajmohan Rajaraman, weight = 281
8686: Yiyu Shi, weight = 281
8687: Darko Marinov, weight = 281
8688: John Taylor, weight = 281
8689: Giuseppe Amato, weight = 281
8690: Bernard P. Zeigler, weight = 281
8691: Angie S. Hinrichs, weight = 281
8692: Simon Lucey, weight = 281
8693: Rajiv V. Joshi, weight = 281
8694: Eva Navas, weight = 281
8695: Umakishore Ramachandran, weight = 281
8696: Kurt Debattista, weight = 281
8697: Prashant Doshi, weight = 281
8698: Themis P. Exarchos, weight = 281
8699: Phokion G. Kolaitis, weight = 281
8700: Prem Natarajan, weight = 281
8701: Koh Hosoda, weight = 281
8702: David W. Murray, weight = 281
8703: Siyuan Liu, weight = 281
8704: Anastasia Moumtzidou, weight = 281
8705: Thomas Olsson, weight = 281
8706: Gérard Bailly, weight = 281
8707: Akash Kumar, weight = 281
8708: Jiaya Jia, weight = 281
8709: Rogelio Lozano, weight = 281
8710: Marta Sabou, weight = 281
8711: Nesime Tatbul, weight = 281
8712: Tom Mens, weight = 281
8713: Shaocheng Tong, weight = 281
8714: Yunjun Gao, weight = 281
8715: Yuping Wang, weight = 281
8716: Günther Ruhe, weight = 281
8717: Thomas L. Casavant, weight = 281
8718: Hang Su, weight = 281
8719: Michael J. Fulham, weight = 281
8720: Hang Zhang, weight = 281
8721: Michael Goedicke, weight = 281
8722: Stefano Nolfi, weight = 281
8723: Bo Rong, weight = 280
8724: M. Sheelagh T. Carpendale, weight = 280
8725: Henrik Sandberg, weight = 280
8726: Yu Su, weight = 280
8727: Michael Steinbach, weight = 280
8728: Shlomo Berkovsky, weight = 280
8729: Yi-Ping Phoebe Chen, weight = 280
8730: Jianwei Liu, weight = 280
8731: Quan Zhang, weight = 280
8732: Nathalie Mitton, weight = 280
8733: Ya Zhang, weight = 280
8734: Tongwen Chen, weight = 280
8735: Tamberlyn Bieri, weight = 280
8736: Bart Lannoo, weight = 280
8737: Jesús Ureña, weight = 280
8738: Erwin Laure, weight = 280
8739: Massimo Villari, weight = 280
8740: Rajiv Ramnath, weight = 280
8741: Constantine Caramanis, weight = 280
8742: Shengcai Liao, weight = 280
8743: Zhong-Ping Jiang, weight = 280
8744: Pengfei Xu, weight = 280
8745: Mark D. Wilkinson, weight = 280
8746: Sriram K. Rajamani, weight = 280
8747: Biplav Srivastava, weight = 280
8748: Peter L. Bartlett, weight = 280
8749: Claude Carlet, weight = 280
8750: Yan Wu, weight = 280
8751: Sandip Sen, weight = 280
8752: Dirk Schulz, weight = 280
8753: Lin Yao, weight = 280
8754: Yao Li, weight = 280
8755: Stefano Bistarelli, weight = 280
8756: Shiduan Cheng, weight = 280
8757: Thomas Moscibroda, weight = 280
8758: Guo-Jun Qi, weight = 280
8759: Mary A. Rutherford, weight = 280
8760: J. Leon Zhao, weight = 280
8761: Gilles Fedak, weight = 280
8762: Mark Hereld, weight = 280
8763: Liam Murphy, weight = 280
8764: Russell M. Mersereau, weight = 280
8765: Fernando Pereira 0001, weight = 280
8766: Robert W. Heath, weight = 280
8767: Alberto Abad, weight = 280
8768: Yeow Meng Chee, weight = 280
8769: Guido Torelli, weight = 280
8770: Shihong Lao, weight = 280
8771: Xin Peng, weight = 280
8772: Zhiqiang He, weight = 280
8773: Sarabjeet Singh, weight = 280
8774: Martha Palmer, weight = 280
8775: Min-Yen Kan, weight = 280
8776: Sotirios Xydis, weight = 280
8777: Claes Wohlin, weight = 280
8778: Charles X. Ling, weight = 280
8779: Pekka Abrahamsson, weight = 280
8780: Jean-Daniel Fekete, weight = 280
8781: Aman Kansal, weight = 280
8782: Dimitris Samaras, weight = 280
8783: Sam Michiels, weight = 280
8784: Lan Zhang, weight = 280
8785: Hiroshi Iwai, weight = 280
8786: Orr Dunkelman, weight = 280
8787: Giovanni Macelloni, weight = 280
8788: Pascale Gaudet, weight = 280
8789: Yannis Stylianou, weight = 280
8790: Jan Egger, weight = 280
8791: Teijiro Isokawa, weight = 280
8792: Susan Fairley, weight = 280
8793: Haofen Wang, weight = 279
8794: Weiwu Hu, weight = 279
8795: Lara Dolecek, weight = 279
8796: Nan Zhang 0004, weight = 279
8797: Yucel Altunbasak, weight = 279
8798: Ning Lu, weight = 279
8799: Dick C. A. Bulterman, weight = 279
8800: Simon R. Arridge, weight = 279
8801: Michel Riveill, weight = 279
8802: James A. Thom, weight = 279
8803: Henry C. W. Lau, weight = 279
8804: Yong Jiang, weight = 279
8805: Yu Peng, weight = 279
8806: Jean Scholtz, weight = 279
8807: Liljana Gavrilovska, weight = 279
8808: Stefan Dobrev, weight = 279
8809: Matt Welsh, weight = 279
8810: Lexing Xie, weight = 279
8811: Shanshan Li, weight = 279
8812: Tony J. Prescott, weight = 279
8813: Akira Funahashi, weight = 279
8814: John Quackenbush, weight = 279
8815: Emery N. Brown, weight = 279
8816: Anthony R. Dick, weight = 279
8817: Sergio Rajsbaum, weight = 279
8818: André Raspaud, weight = 279
8819: Peng Gao, weight = 279
8820: Rodolfo Oliveira, weight = 279
8821: Simone Diniz Junqueira Barbosa, weight = 279
8822: Hui Zhou, weight = 279
8823: Rubén M. Lorenzo, weight = 279
8824: Sander Stuijk, weight = 279
8825: Suzanne M. Embury, weight = 279
8826: Ioannis Pratikakis, weight = 279
8827: Zhihua Zhang, weight = 279
8828: Julia L. Lawall, weight = 279
8829: Tal Malkin, weight = 279
8830: Richard Chbeir, weight = 279
8831: Denis Rivière, weight = 279
8832: Miguel R. D. Rodrigues, weight = 279
8833: Min Xie 0001, weight = 279
8834: Marcelino B. Santos, weight = 279
8835: Vasudeva Varma, weight = 279
8836: Kamin Whitehouse, weight = 279
8837: Hal Daumé III, weight = 279
8838: Chang-Yong Pan, weight = 279
8839: Tajana Simunic Rosing, weight = 279
8840: Chen-Khong Tham, weight = 279
8841: Peter J. Hunter, weight = 279
8842: Kannappan Palaniappan, weight = 279
8843: Stephen Gilmore, weight = 279
8844: Stefano Salsano, weight = 279
8845: T. Charles Clancy, weight = 279
8846: Chunnian Liu, weight = 279
8847: Scott F. Midkiff, weight = 279
8848: Quan Lin, weight = 279
8849: Vincent Hayward, weight = 279
8850: Stavros J. Perantonis, weight = 279
8851: Francesco Longo, weight = 278
8852: Todd M. Austin, weight = 278
8853: Maria-Florina Balcan, weight = 278
8854: Michael Menth, weight = 278
8855: Manuel Vélez, weight = 278
8856: Xiaoguang Liu, weight = 278
8857: Rafael H. Bordini, weight = 278
8858: Haifeng Li, weight = 278
8859: Shinsaku Kiyomoto, weight = 278
8860: Jingjing Liu, weight = 278
8861: Huanguo Zhang, weight = 278
8862: Jacques Palicot, weight = 278
8863: Cinzia Cappiello, weight = 278
8864: Antonio Nucci, weight = 278
8865: Max Welling, weight = 278
8866: James C. Hoe, weight = 278
8867: Pei-Luen Patrick Rau, weight = 278
8868: Zbigniew Michalewicz, weight = 278
8869: Jos Huisken, weight = 278
8870: Rong Yu, weight = 278
8871: Jörg Hoffmann 0001, weight = 278
8872: Melvin A. Breuer, weight = 278
8873: Christa Womser-Hacker, weight = 278
8874: Jin Young Choi, weight = 278
8875: Enrico Tronci, weight = 278
8876: Yi Ren, weight = 278
8877: Lars M. H. Ulander, weight = 278
8878: Liang Ma, weight = 278
8879: Jiangzhou Wang, weight = 278
8880: Jie Zhang 0002, weight = 278
8881: Jordi J. Mallorquí, weight = 278
8882: Neoklis Polyzotis, weight = 278
8883: Hock-Hai Teo, weight = 278
8884: Gian Luigi Ferrari, weight = 278
8885: Laurent Mathy, weight = 278
8886: Jan-Jan Wu, weight = 278
8887: David V. Anderson, weight = 278
8888: Hongdong Li, weight = 278
8889: Dan C. Marinescu, weight = 278
8890: Geert-Jan M. Kruijff, weight = 278
8891: Gerhard Kramer, weight = 278
8892: Agatha D. Lee, weight = 278
8893: Rittwik Jana, weight = 278
8894: Boaz Patt-Shamir, weight = 278
8895: Dharmendra S. Modha, weight = 278
8896: Christopher Kiekintveld, weight = 278
8897: Ray C. C. Cheung, weight = 278
8898: Ferhat Khendek, weight = 278
8899: David Hsu, weight = 278
8900: Tobias Friedrich, weight = 278
8901: Oliver W. W. Yang, weight = 278
8902: Chao Shen, weight = 278
8903: Daijin Kim, weight = 278
8904: Jun Yuan, weight = 278
8905: Bonnie Berger, weight = 278
8906: Chris J. Myers, weight = 277
8907: Sotiris Ioannidis, weight = 277
8908: Daniel D. Garcia, weight = 277
8909: Dongning Guo, weight = 277
8910: Yoshifumi Nishio, weight = 277
8911: Germán Castellanos-Domínguez, weight = 277
8912: Luca Foschini, weight = 277
8913: Alexis Drogoul, weight = 277
8914: Peggy O'Neill, weight = 277
8915: Ba-Ngu Vo, weight = 277
8916: Wei Du, weight = 277
8917: Melanie Volkamer, weight = 277
8918: Peter A. Dinda, weight = 277
8919: David Notkin, weight = 277
8920: Pingkun Yan, weight = 277
8921: Saewoong Bahk, weight = 277
8922: Minyue Fu, weight = 277
8923: Takehiro Ito, weight = 277
8924: Fabian Vargas, weight = 277
8925: A. David Edwards, weight = 277
8926: Ye Chen, weight = 277
8927: Moshe Kam, weight = 277
8928: Steven M. Seitz, weight = 277
8929: François Charpillet, weight = 277
8930: Luis A. Plana, weight = 277
8931: Daniel P. Miranker, weight = 277
8932: Roman Senkerik, weight = 277
8933: Kwang-Il Park, weight = 277
8934: Tony Solomonides, weight = 277
8935: Seungmoon Choi, weight = 277
8936: Ingmar Weber, weight = 277
8937: Cheng Jin, weight = 277
8938: Leen-Kiat Soh, weight = 277
8939: Ben H. H. Juurlink, weight = 277
8940: Martin Flintham, weight = 277
8941: Yukitoshi Sanada, weight = 277
8942: Senén Barro, weight = 277
8943: Yin Wang, weight = 277
8944: Yadong Wang, weight = 277
8945: Shuang Liu, weight = 277
8946: Mehrdad Dianati, weight = 277
8947: Nathan Michael, weight = 277
8948: Chunjiang Zhao, weight = 277
8949: Chunlei Liu, weight = 277
8950: Bruce G. Lindsay 0001, weight = 277
8951: Stephen J. Roberts, weight = 277
8952: Salah Sukkarieh, weight = 277
8953: Paul Watson, weight = 277
8954: Evgeniy Gabrilovich, weight = 277
8955: Giulio Colavolpe, weight = 277
8956: Habib Mehrez, weight = 277
8957: Stavros Christodoulakis, weight = 277
8958: Franck Petit, weight = 277
8959: Liqun Qi, weight = 277
8960: Itsuki Noda, weight = 277
8961: Angelo Perkusich, weight = 277
8962: Simon J. Puglisi, weight = 277
8963: Chai Quek, weight = 277
8964: Laurence Nigay, weight = 277
8965: Bobby Bhattacharjee, weight = 277
8966: Keith C. C. Chan, weight = 277
8967: Yang Sun, weight = 277
8968: Josep M. Guerrero, weight = 277
8969: Damon Wing Kee Wong, weight = 277
8970: Lu Su, weight = 277
8971: Hans Burkhardt, weight = 277
8972: Hermann A. Maurer, weight = 277
8973: Hugues Talbot, weight = 277
8974: Chen Yu, weight = 277
8975: Sanjit K. Mitra, weight = 277
8976: Abel N. Kho, weight = 277
8977: Björn Niehaves, weight = 277
8978: Gopal Pandurangan, weight = 277
8979: Han Yu, weight = 277
8980: Jingyuan Zhang, weight = 277
8981: Keiki Takadama, weight = 277
8982: Peter Stoehr, weight = 277
8983: Pedro U. Lima, weight = 277
8984: Daniele Quercia, weight = 277
8985: Qilian Liang, weight = 277
8986: Hasan Abbasi, weight = 276
8987: Christian Buckl, weight = 276
8988: Stefanie N. Lindstaedt, weight = 276
8989: Jack J. Dongarra, weight = 276
8990: Tao Song, weight = 276
8991: Jar-Ferr Yang, weight = 276
8992: Nelson Baloian, weight = 276
8993: Philippe Poignet, weight = 276
8994: Hoong Chuin Lau, weight = 276
8995: My T. Thai, weight = 276
8996: Xue Hua, weight = 276
8997: Alfons G. Hoekstra, weight = 276
8998: Adnan Aziz, weight = 276
8999: Pascal Molli, weight = 276
9000: Per-Åke Larson, weight = 276
9001: Seungmin Rho, weight = 276
9002: Michele Colajanni, weight = 276
9003: Lifeng Lai, weight = 276
9004: Lubos Brim, weight = 276
9005: Christopher Edwards, weight = 276
9006: A. S. Madhukumar, weight = 276
9007: Paulo Marques, weight = 276
9008: Seth Copen Goldstein, weight = 276
9009: Catherine Rosenberg, weight = 276
9010: Paolo Fiorini, weight = 276
9011: Klaus Schilling, weight = 276
9012: Anupam Chattopadhyay, weight = 276
9013: Julio Saez-Rodriguez, weight = 276
9014: William Stafford Noble, weight = 276
9015: Amine Bermak, weight = 276
9016: Linjun Yang, weight = 276
9017: Jawed I. A. Siddiqi, weight = 276
9018: Badrinath Roysam, weight = 276
9019: Xiaonan Luo, weight = 276
9020: Greg Mori, weight = 276
9021: Nuria Oliver, weight = 276
9022: Peter Christen, weight = 276
9023: Guohui Li, weight = 276
9024: You Zhou, weight = 276
9025: Dag Johansen, weight = 276
9026: Nam Soo Kim, weight = 276
9027: Pieter Simoens, weight = 276
9028: R. Michael Buehrer, weight = 276
9029: Salah-Eddine Elayoubi, weight = 276
9030: Takaya Yamazato, weight = 276
9031: Jiaguang Sun, weight = 276
9032: Oscar Camara, weight = 276
9033: Giada Landi, weight = 276
9034: Gerard J. Kleywegt, weight = 276
9035: Lin Zhou, weight = 276
9036: Hui Cheng, weight = 276
9037: Kuniaki Kawabata, weight = 276
9038: Peter Zipf, weight = 276
9039: Khaled Benkrid, weight = 276
9040: Matthieu Cord, weight = 276
9041: Hao Tang, weight = 276
9042: Lu Chen, weight = 276
9043: Adrian Paschke, weight = 276
9044: Yung-Hsiang Lu, weight = 276
9045: William Whittaker, weight = 276
9046: Sridhar Krishnan, weight = 276
9047: Diego Latella, weight = 276
9048: Ngoc Thanh Nguyen, weight = 276
9049: Long Nguyen, weight = 276
9050: Rodolphe Sepulchre, weight = 276
9051: Stefan Preitl, weight = 276
9052: Fadhel M. Ghannouchi, weight = 276
9053: Daniel Keysers, weight = 276
9054: Zhongming Zhao, weight = 276
9055: Maurizio Gabbrielli, weight = 276
9056: Vladimír Marík, weight = 276
9057: Cándido López-García, weight = 276
9058: Stefano Squartini, weight = 276
9059: Karmele López de Ipiña, weight = 276
9060: Mathieu d'Aquin, weight = 276
9061: Michiel Steyaert, weight = 275
9062: Steven Schockaert, weight = 275
9063: Anastassia Ailamaki, weight = 275
9064: Luc Florack, weight = 275
9065: Yunhuai Liu, weight = 275
9066: Olaf Spinczyk, weight = 275
9067: Chih-Jen Lin, weight = 275
9068: Olivier Stasse, weight = 275
9069: John Derrick, weight = 275
9070: Sandeep S. Kulkarni, weight = 275
9071: Bruce R. Rosen, weight = 275
9072: Allen R. Hanson, weight = 275
9073: H. T. Kung, weight = 275
9074: Michael J. Muller, weight = 275
9075: Nikolas P. Galatsanos, weight = 275
9076: Erkki Oja, weight = 275
9077: Wei-Chung Hsu, weight = 275
9078: Houkuan Huang, weight = 275
9079: Lizy Kurian John, weight = 275
9080: Takahira Yamaguchi, weight = 275
9081: Régis Leveugle, weight = 275
9082: Kai Xing, weight = 275
9083: Hassan Artail, weight = 275
9084: Athina Markopoulou, weight = 275
9085: Patrick McDaniel, weight = 275
9086: Costas Courcoubetis, weight = 275
9087: Yukio Ohsawa, weight = 275
9088: Chi Kong Tse, weight = 275
9089: Ravi K. Madduri, weight = 275
9090: Suresh Jagannathan, weight = 275
9091: Ladislau Bölöni, weight = 275
9092: Hamid R. Motahari Nezhad, weight = 275
9093: Qiaoming Zhu, weight = 275
9094: Emiel Krahmer, weight = 275
9095: Lin Bai, weight = 275
9096: Kesheng Wu, weight = 275
9097: Marco Roveri, weight = 275
9098: Lawrence Rauchwerger, weight = 275
9099: Tommy W. S. Chow, weight = 275
9100: Chris Callison-Burch, weight = 275
9101: Roberto Passerone, weight = 275
9102: Matjaz Gams, weight = 275
9103: Tiankui Zhang, weight = 275
9104: Raymond N. J. Veldhuis, weight = 275
9105: Mladen Berekovic, weight = 275
9106: Masahide Nakamura, weight = 275
9107: Jalel Ben-Othman, weight = 275
9108: Dániel Marx, weight = 275
9109: Mario Stefanelli, weight = 275
9110: Dan Cosley, weight = 275
9111: Carlos Balaguer, weight = 275
9112: Cristina Nita-Rotaru, weight = 275
9113: Philip Brisk, weight = 275
9114: John Fox, weight = 275
9115: Helmut Bölcskei, weight = 275
9116: Guojun Dai, weight = 275
9117: Francisco F. Rivera, weight = 275
9118: Vinod Chandran, weight = 275
9119: Mohammed Atiquzzaman, weight = 275
9120: Majid Nili Ahmadabadi, weight = 275
9121: Wei Ren, weight = 275
9122: Bing Bing Zhou, weight = 275
9123: Shingo Ata, weight = 274
9124: Cédric Fournet, weight = 274
9125: J. Li, weight = 274
9126: Subhasis Chaudhuri, weight = 274
9127: Fernando Pérez-González, weight = 274
9128: Philipp Koehn, weight = 274
9129: Kathi Canese, weight = 274
9130: Grigory Starchenko, weight = 274
9131: M. Tahar Kechadi, weight = 274
9132: Colin Enticott, weight = 274
9133: Serge Demeyer, weight = 274
9134: James G. R. Gilbert, weight = 274
9135: Mustaque Ahamad, weight = 274
9136: Ying-Hong Wang, weight = 274
9137: Francis Chung-Ming Lau, weight = 274
9138: Craig Melsopp, weight = 274
9139: Vipul Goyal, weight = 274
9140: Frank Würthwein, weight = 274
9141: Andrea Lodi, weight = 274
9142: Foto N. Afrati, weight = 274
9143: Michael G. Hinchey, weight = 274
9144: Julio Abascal, weight = 274
9145: Zhe-Ming Lu, weight = 274
9146: Kiyoshi Asai, weight = 274
9147: Marc Antonini, weight = 274
9148: Paul Grace, weight = 274
9149: George Nagy, weight = 274
9150: Hong Ding, weight = 274
9151: Enrico Del Re, weight = 274
9152: Ran Tao, weight = 274
9153: Carlo Batini, weight = 274
9154: Sigeru Omatu, weight = 274
9155: Timothy Baldwin, weight = 274
9156: Bei Wang, weight = 274
9157: Sun Kim, weight = 274
9158: Ding-Ming Kwai, weight = 274
9159: Richard C. G. Holland, weight = 274
9160: Richard Bowden, weight = 274
9161: Naoki Wakamiya, weight = 274
9162: Jian Weng, weight = 274
9163: Bruno Clerckx, weight = 274
9164: Paul Jen-Hwa Hu, weight = 274
9165: Anura P. Jayasumana, weight = 274
9166: John S. Duncan, weight = 274
9167: Nando de Freitas, weight = 274
9168: Roberto Grossi, weight = 274
9169: Chin-Long Wey, weight = 274
9170: Yong Xiang, weight = 274
9171: Constantine D. Polychronopoulos, weight = 274
9172: Wolfgang Helmberg, weight = 274
9173: Vincent Frouin, weight = 274
9174: Minoru Fukumi, weight = 274
9175: Paul Roe, weight = 274
9176: Matthew K. O. Lee, weight = 274
9177: Jorge Dias, weight = 274
9178: George G. Robertson, weight = 274
9179: Daniel de Oliveira, weight = 274
9180: Özgür Ulusoy, weight = 274
9181: Hyang-Ja Yang, weight = 274
9182: Michael Halper, weight = 274
9183: Joseph A. Insley, weight = 274
9184: Yuto Nakanishi, weight = 274
9185: Stuart Crozier, weight = 274
9186: Tomoyuki Hiroyasu, weight = 274
9187: Jilei Tian, weight = 274
9188: Debotosh Bhattacharjee, weight = 274
9189: Zhenyu Yang, weight = 274
9190: Boudewijn F. van Dongen, weight = 273
9191: Robert Hirschfeld, weight = 273
9192: Franz Kummert, weight = 273
9193: Sujata Banerjee, weight = 273
9194: Wenjiang Huang, weight = 273
9195: Thomas L. Sterling, weight = 273
9196: Owen Conlan, weight = 273
9197: Pierluigi Crescenzi, weight = 273
9198: Lei Ying, weight = 273
9199: Jiajia Chen, weight = 273
9200: Arun Iyengar, weight = 273
9201: Patricia Fernández, weight = 273
9202: Ravi Sundaram, weight = 273
9203: Derek Abbott, weight = 273
9204: Ge Gao, weight = 273
9205: Silvio Ranise, weight = 273
9206: Hans van Vliet, weight = 273
9207: Shengchao Qin, weight = 273
9208: Kostas Daniilidis, weight = 273
9209: Sara de Freitas, weight = 273
9210: Dejan Vukobratovic, weight = 273
9211: Emilio Di Giacomo, weight = 273
9212: Rong Yang, weight = 273
9213: Mohamed Chetouani, weight = 273
9214: Yu Guo, weight = 273
9215: Eduardo B. Fernández, weight = 273
9216: Kevin A. Kwiat, weight = 273
9217: Emmanuel Barillot, weight = 273
9218: Cecilio Angulo, weight = 273
9219: Miguel Rio, weight = 273
9220: Alok Gupta, weight = 273
9221: Xiaoyan Li, weight = 273
9222: Owen Noel Newton Fernando, weight = 273
9223: Le Lu, weight = 273
9224: Priya Vashishta, weight = 273
9225: David Page, weight = 273
9226: Olgica Milenkovic, weight = 273
9227: Xiaojun Wang, weight = 273
9228: David M. Blei, weight = 273
9229: Jun Lu, weight = 273
9230: Jeffrey A. Fessler, weight = 273
9231: Kozo Konishi, weight = 273
9232: Matti A. Hiltunen, weight = 273
9233: Piero Fariselli, weight = 273
9234: Mickaël Raulet, weight = 273
9235: Szymon Rusinkiewicz, weight = 273
9236: Jun Zhang 0003, weight = 273
9237: Engelbert Mephu Nguifo, weight = 273
9238: Marie-Francine Moens, weight = 273
9239: Tandy J. Warnow, weight = 273
9240: Chun-Hung Chen, weight = 273
9241: Philip Constantinou, weight = 273
9242: Ling-Jyh Chen, weight = 273
9243: Si Wu, weight = 273
9244: Changyun Wen, weight = 273
9245: Gang Wei, weight = 273
9246: Lorenzo Alvisi, weight = 273
9247: Michael Kaminsky, weight = 273
9248: Cristina Gena, weight = 273
9249: Ashwin Ram, weight = 273
9250: Wlodzimierz Funika, weight = 273
9251: Xiao Lin 0001, weight = 273
9252: Jae-Woo Chang, weight = 273
9253: Seyed Masoud Sadjadi, weight = 273
9254: Jiro Tanaka, weight = 273
9255: Li Lu, weight = 272
9256: Wen-Syan Li, weight = 272
9257: Michael Nicolaidis, weight = 272
9258: Yoshinori Dobashi, weight = 272
9259: Yi Cai, weight = 272
9260: Christian Borgs, weight = 272
9261: Andrew Rau-Chaplin, weight = 272
9262: Ke Deng, weight = 272
9263: Troels B. Sørensen, weight = 272
9264: Antonio Gentile, weight = 272
9265: Jens Stoye, weight = 272
9266: Zhen Huang, weight = 272
9267: Gabriel Vasile, weight = 272
9268: Coert Metz, weight = 272
9269: Torsten Eymann, weight = 272
9270: Luca Sterpone, weight = 272
9271: Indrajit Ray, weight = 272
9272: Alfonso Tarancón, weight = 272
9273: Sugata Sanyal, weight = 272
9274: Kenny Wong, weight = 272
9275: Kouta Minamizawa, weight = 272
9276: Kiyoshi Tanaka, weight = 272
9277: Zhou Lan, weight = 272
9278: Tristan Glatard, weight = 272
9279: Olga Valenzuela, weight = 272
9280: Yuanxiang Li, weight = 272
9281: Richard S. Zemel, weight = 272
9282: Shouming Zhong, weight = 272
9283: Harith Alani, weight = 272
9284: Anna Ingólfsdóttir, weight = 272
9285: N. J. Fiddian, weight = 272
9286: Holly E. Rushmeier, weight = 272
9287: Steve McLaughlin, weight = 272
9288: XiaoFeng Wang, weight = 272
9289: Tomás Vojnar, weight = 272
9290: Maciej Malawski, weight = 272
9291: Bin-Da Liu, weight = 272
9292: Pascal Poupart, weight = 272
9293: Young Ik Eom, weight = 272
9294: Andy Pohl, weight = 272
9295: Ileana Streinu, weight = 272
9296: Ansgar Scherp, weight = 272
9297: Zhihua Cai, weight = 272
9298: Lixin Zhang, weight = 272
9299: Thomas Deselaers, weight = 272
9300: B. Yegnanarayana, weight = 272
9301: Karen R. Christie, weight = 272
9302: Monica Monachini, weight = 272
9303: Umberto Spagnolini, weight = 272
9304: Senem Velipasalar, weight = 272
9305: Michael Chau, weight = 272
9306: Krzysztof Galkowski, weight = 272
9307: Michal Feldman, weight = 272
9308: Marc Engels, weight = 272
9309: Masayuki Nakajima, weight = 272
9310: Gerhard K. Kraetzschmar, weight = 272
9311: Youfu Li, weight = 272
9312: Jean Paul Haton, weight = 272
9313: Thomas Grechenig, weight = 272
9314: Piero Malcovati, weight = 272
9315: Jonathan Li, weight = 272
9316: Heung-Kyu Lee, weight = 272
9317: Hans Knutsson, weight = 272
9318: Berthold Vöcking, weight = 271
9319: Luciano da Fontoura Costa, weight = 271
9320: Sheng Gao, weight = 271
9321: Chris H. Kim, weight = 271
9322: Leo Wanner, weight = 271
9323: Gabriel Peyré, weight = 271
9324: Viktor Öwall, weight = 271
9325: Orna Grumberg, weight = 271
9326: Paul Beame, weight = 271
9327: Erik Cambria, weight = 271
9328: Luigi Pontieri, weight = 271
9329: Steven X. Ding, weight = 271
9330: Jie Yang 0003, weight = 271
9331: Chao-Kai Wen, weight = 271
9332: John Soldatos, weight = 271
9333: Marja Matinmikko, weight = 271
9334: Dong Yi, weight = 271
9335: Xiaoyun Wang, weight = 271
9336: Huilong Duan, weight = 271
9337: Ferran Marqués, weight = 271
9338: Ana Regina Rocha, weight = 271
9339: Wilfred Ng, weight = 271
9340: Sriram Sankaranarayanan, weight = 271
9341: Loo Hay Lee, weight = 271
9342: Pericles A. Mitkas, weight = 271
9343: Hamid Aghvami, weight = 271
9344: Arturo Azcorra, weight = 271
9345: Giuseppe Manco, weight = 271
9346: Min Feng, weight = 271
9347: Yik-Chung Wu, weight = 271
9348: Injong Rhee, weight = 271
9349: Giuseppe Lo Re, weight = 271
9350: Christopher E. Hann, weight = 271
9351: Wim F. Vranken, weight = 271
9352: Javier Ruiz-del-Solar, weight = 271
9353: Román Hermida, weight = 271
9354: María Amparo Vila Miranda, weight = 271
9355: Min Wu 0001, weight = 271
9356: José C. Príncipe, weight = 271
9357: Miki Haseyama, weight = 271
9358: David M. Chen, weight = 271
9359: Javier Macías Guarasa, weight = 271
9360: Peter Kazanzides, weight = 271
9361: Kong-Pang Pun, weight = 271
9362: Philip Ozersky, weight = 271
9363: Jürgen Giesl, weight = 271
9364: Mehrdad Nourani, weight = 271
9365: Wei Shen, weight = 271
9366: Tommi S. Jaakkola, weight = 271
9367: Nachiappan Nagappan, weight = 271
9368: David A. Maltz, weight = 271
9369: Fabio Salice, weight = 271
9370: Henry Chang, weight = 271
9371: Stephen J. Maybank, weight = 271
9372: Chi-Sing Leung, weight = 271
9373: Gueesang Lee, weight = 271
9374: Henry Muccini, weight = 271
9375: Jun Ni, weight = 271
